SCHUL_KND_SC_NM,ORG_RDNMA,ORG_RDNDA
고등학교,서울특별시 은평구 진관2로 57-57,(진관동/은평메디텍고등학교)
고등학교,서울특별시 은평구 진관2로 57-57,(진관동/은평메디텍고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교)
고등학교,서울특별시 송파구 충민로 115,(장지동)
고등학교,서울특별시 송파구 충민로 115,(장지동)
고등학교,서울특별시 송파구 충민로 115,(장지동)
고등학교,서울특별시 송파구 충민로 115,(장지동)
고등학교,서울특별시 강동구 아리수로98길 40,(강일동)
고등학교,서울특별시 강동구 아리수로98길 40,(강일동)
고등학교,서울특별시 강동구 아리수로98길 40,(강일동)
고등학교,서울특별시 강동구 아리수로98길 40,(강일동)
고등학교,서울특별시 은평구 연서로 535,/ 하나고등학교 (진관동)
고등학교,서울특별시 은평구 연서로 535,/ 하나고등학교 (진관동)
고등학교,서울특별시 은평구 연서로 535,/ 하나고등학교 (진관동)
고등학교,서울특별시 은평구 연서로 535,/ 하나고등학교 (진관동)
고등학교,서울특별시 강남구 압구정로39길 20,/ 압구정고등학교 (압구정동)
고등학교,서울특별시 강남구 압구정로39길 20,/ 압구정고등학교 (압구정동)
고등학교,서울특별시 강남구 압구정로39길 20,/ 압구정고등학교 (압구정동)
고등학교,서울특별시 강남구 압구정로39길 20,/ 압구정고등학교 (압구정동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 마포구 마포대로11길 44-80,(아현동)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동)
고등학교,서울특별시 성동구 서울숲길 18,/ 성수고등학교 (성수동1가)
고등학교,서울특별시 성동구 서울숲길 18,/ 성수고등학교 (성수동1가)
고등학교,서울특별시 성동구 서울숲길 18,/ 성수고등학교 (성수동1가)
고등학교,서울특별시 성동구 서울숲길 18,/ 성수고등학교 (성수동1가)
고등학교,서울특별시 강서구 수명로2길 15,/ 수명고등학교 (내발산동)
고등학교,서울특별시 강서구 수명로2길 15,/ 수명고등학교 (내발산동)
고등학교,서울특별시 강서구 수명로2길 15,/ 수명고등학교 (내발산동)
고등학교,서울특별시 강서구 수명로2길 15,/ 수명고등학교 (내발산동)
고등학교,서울특별시 구로구 경인로67길 159,(신도림동/신도림고등학교)
고등학교,서울특별시 구로구 경인로67길 159,(신도림동/신도림고등학교)
고등학교,서울특별시 구로구 경인로67길 159,(신도림동/신도림고등학교)
고등학교,서울특별시 구로구 경인로67길 159,(신도림동/신도림고등학교)
고등학교,서울특별시 은평구 진관4로 26,(진관동)
고등학교,서울특별시 은평구 진관4로 26,(진관동)
고등학교,서울특별시 은평구 진관4로 26,(진관동)
고등학교,서울특별시 은평구 진관4로 26,(진관동)
고등학교,서울특별시 은평구 갈현로15길 47,(구산동/ 은평고등학교)
고등학교,서울특별시 은평구 갈현로15길 47,(구산동/ 은평고등학교)
고등학교,서울특별시 은평구 갈현로15길 47,(구산동/ 은평고등학교)
고등학교,서울특별시 은평구 갈현로15길 47,(구산동/ 은평고등학교)
특수학교,서울특별시 서대문구 연세로 50,/ 연세대학교재활학교 (신촌동)
특수학교,서울특별시 서대문구 연세로 50,/ 연세대학교재활학교 (신촌동)
특수학교,서울특별시 서대문구 연세로 50,/ 연세대학교재활학교 (신촌동)
특수학교,서울특별시 서대문구 연세로 50,/ 연세대학교재활학교 (신촌동)
특수학교,서울특별시 종로구 사직로7길 17,/ 수도사랑의학교 (사직동)
외국인학교,서울특별시 서초구 남부순환로364길 7-16,(양재동)
외국인학교,서울특별시 노원구 월계로45가길 57,(월계동)
외국인학교,서울특별시 종로구 비봉길 23,(구기동)
외국인학교,서울특별시 광진구 광장로1가길 13-10,(광장동)
외국인학교,서울특별시 중구 명동2길 35,(명동2가)
외국인학교,서울특별시 광진구 자양로35길 13,(구의동)
외국인학교,서울특별시 강남구 개포로 408,(개포동)
외국인학교,서울특별시 영등포구 경인로88길 9,(문래동1가)
외국인학교,서울특별시 용산구 독서당로 115,(한남동)
외국인학교,서울특별시 서초구 서래로 7,(반포동)
외국인학교,서울특별시 마포구 월드컵북로62길 11,/ 일본인학교 (상암동)
외국인학교,서울특별시 용산구 독서당로 123-6,(한남동)
외국인학교,서울특별시 용산구 이태원로 285,(한남동)
외국인학교,서울특별시 서대문구 연희로 176,(연희동)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 성동구 동호로5길 131,(옥수동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 강서구 화곡로 379,(등촌동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 종로구 계동길 84-10,(계동)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교)
고등학교,서울특별시 구로구 경인로53가길 17,(구로동)
고등학교,서울특별시 구로구 경인로53가길 17,(구로동)
고등학교,서울특별시 구로구 경인로53가길 17,(구로동)
고등학교,서울특별시 구로구 경인로53가길 17,(구로동)
고등학교,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교)
고등학교,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교)
고등학교,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교)
고등학교,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교)
고등학교,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교)
고등학교,서울특별시 종로구 성균관로13길 40,/ 서울국제고 (명륜1가)
고등학교,서울특별시 구로구 오리로21길 79,(궁동)
고등학교,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동)
고등학교,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동)
고등학교,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동)
고등학교,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동)
고등학교,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동)
고등학교,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동)
고등학교,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동)
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)"
고등학교,서울특별시 마포구 월드컵북로 445,(상암동)
고등학교,서울특별시 마포구 월드컵북로 445,(상암동)
고등학교,서울특별시 마포구 월드컵북로 445,(상암동)
고등학교,서울특별시 마포구 월드컵북로 445,(상암동)
고등학교,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동)
고등학교,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동)
고등학교,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동)
고등학교,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동)
외국인학교,서울특별시 서대문구 연희로22길 39,(연희동)
고등학교,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동)
고등학교,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동)
고등학교,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동)
고등학교,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동)
고등학교,서울특별시 성동구 마조로 42,(사근동)
고등학교,서울특별시 성동구 마조로 42,(사근동)
고등학교,서울특별시 성동구 마조로 42,(사근동)
고등학교,서울특별시 성동구 마조로 42,(사근동)
고등학교,서울특별시 도봉구 우이천로 432,(쌍문동/효문중 고등학교)
고등학교,서울특별시 양천구 은행정로 42,/ 신서고등학교 (신정동)
고등학교,서울특별시 강서구 허준로 227,/ 세현고등학교 (가양동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
